Key	EN	RU	DE	FR	IT	PT	ES	JA	ID	MS	AR	SV	NL	PL
girl.page.39	“Help!” the raccoon screamed, dashing out of the house. Her swimming\npool’s banks burst because of the rain and it was now flooding the house.	«Помогите!» ‒ закричала енотиха, выскакивая из дома. Её бассейн из-за\nсильнейшего дождя вышел из берегов и теперь затапливал дом.	„Hilfe!“, schrie die Waschbärin und rannte aus dem Haus. Das Schwimmbecken\nlief wegen des Regens über, und das Wasser überflutete das Haus.	« À l’aide ! » cria la raton laveur en courant dehors.\nSa piscine s’était effondrée sous le poids de l’eau et elle inondait sa maison.	«Aiuto!», gridò il procione uscendo di corsa.\nLa pioggia aveva fatto straripare la piscina e ora la casa era allagata.	“Socorro!”, gritou a guaxinim, saindo correndo de casa. A piscina dela tinha\ntransbordado por causa da chuva e, agora, estava inundando a casa.	“¡Socorro!” gritaba el mapache, mientras salía corriendo de su casa.\nLa piscina se había desbordado con la lluvia, y ahora inundaba la casa.	「助け⁠て⁠！」​{NAME:P1}​は、​急い⁠で​家⁠の​外⁠に​出⁠て​叫び⁠まし⁠た。\n雨⁠で​プール⁠が​こわれ⁠て、​家⁠の​中⁠が​水⁠で​いっぱい⁠に​なっ⁠て​い⁠た​の⁠です。	“Tolong!” si rakun berteriak, lari keluar dari rumah.\nTepi kolam renangnya jebol karena hujan dan sekarang membanjiri rumahnya.	“Tolong!” si rakun menjerit, meluru keluar dari rumah.\nTebing kolam renangnya pecah kerana hujan dan kini air membanjiri rumah.	صاحت الراكون وهي تندفع خارج المنزل:\n”أنقذوني!“ انفجرت جدران مسبحها بفعل المطر وأصبح الماء يفيض الآن بمنزلها.	”Hjälp!” ropade tvättbjörnen och rusade ut ur huset. Kanterna på poolen\nhade kollapsat på grund av regnet och vattnet flödade nu in i huset.	“Help!” schreeuwt de wasbeer, terwijl ze naar buiten rent. Het zwembad is\nhelemaal overstroomd door de regen en nu loopt het water haar huis in.	– Pomocy! – krzyknęła szopica, wybiegając z domu.\nBrzegi jej basenu pękły od deszczu i woda zalała dom.
girl.page.40	Her cries brought her neighbors running: the porcupine, the beavers,\nand the rabbit with her whole family came running in.	На крики енотихи прибежали и дикобраз, и зайчиха с семейством, и бобры.	Ihre Schreie schreckten die Nachbarn auf: das Stachelschwein,\ndie Biber und die Häsin mit ihrer ganzen Familie kamen angelaufen.	Ses cris alertèrent ses voisins : le porc-épic, les castors,\nla lapine et toute sa famille se précipitèrent vers elle.	Le urla fecero allarmare i vicini: il porcospino, i castori,\ne la lepre con tutta la famiglia arrivarono correndo.	Ao ouvir seu pedido de socorro, seus vizinhos vieram correndo:\no porco-espinho, os castores e a coelha, junto com toda a sua família.	Sus lamentos hicieron que sus vecinos acudieran corriendo:\nel puercoespín, los castores y la liebre con toda su familia.	{NAME:P1}​の​叫び声⁠を​聞い⁠て、​ヤマアラシ⁠や​ビーバー、\nウサギ⁠と​その⁠家族⁠が​走っ⁠て​き⁠まし⁠た。	Tangisannya membuat para tetangga berlarian: landak, biwara,\ndan kelinci dengan seluruh keluarganya berlari menghampiri rakun.	Jeritannya membuatkan jiran-jiran berlarian:\nlandak, memerang dan arnab sekeluarga berlari mendapatkannya.	هرع الجيران تلبيةً لاستغاثتها.\nجاء القنادس بصحبة القنفذ والأرنبة وأفراد عائلتها جميعًا.	Hennes rop fick hennes grannar att komma springandes:\npiggsvinet, bävrarna och kaninen med hela sin familj skyndade sig dit.	Haar buren komen op het geschreeuw af:\nhet stekelvarken, de bevers en moeder konijn met haar hele familie.	Na jej krzyk przybiegli sąsiedzi: jeżozwierz, bobry i króliczka z całą rodziną.
girl.page.41	“We told you,” the beavers shook their heads. But despite how she had acted,\nthey couldn’t leave {NAME:P1} alone in dire straits.	«Мы же тебе говорили», ‒ покачали головами бобры.\nНо делать нечего ‒ не бросать же {NAME:P4} в беде.	„Wir haben es dir gesagt“, die Biber schüttelten ihre Köpfe. Aber trotz\nihres Verhaltens konnten sie {NAME:P1} nicht im Stich lassen.	« Nous t’avons prévenu » dirent les castors. Mais malgré son comportement,\nils ne pouvaient pas laisser {NAME:P1} dans un tel état.	«Te l’avevamo detto», dissero i castori scuotendo la testa. Ma anche se\nsi era comportata male, non potevano lasciare {NAME:P1} nei guai.	“A gente avisou”, disseram os castores. Mas mesmo depois do que ela\ntinha feito, eles não podiam deixar a {NAME:P1} naquela situação.	“Te lo dijimos”, meneaban la cabeza los castores. Pero a pesar\nde su comportamiento, no podían abandonarla en esa situación desesperada.	「言っ⁠た⁠よ⁠ね」​ビーバー⁠たち⁠は​首⁠を​横⁠に​振り⁠まし⁠た。​しかし、​ビーバー\nたち⁠は、​ひどい​こと⁠を​言っ⁠た​{NAME:P1}​を​放っ⁠て​おけ⁠ませ⁠ん⁠でし⁠た。	“Sudah kami ingatkan,” para biwara geleng-geleng kepala.\nTerlepas dari ulahnya, mereka tak bisa meninggalkan {NAME:P1} dalam kesulitan.	“Kami sudah cakap,” memerang menggeleng-geleng. Namun di sebalik\nsikapnya, mereka tidak sanggup meninggalkan {NAME:P1} dalam kesempitan.	هزّ القنادس رؤوسهم وقالوا: ”لقد حذرناكِ“. ولكن رغم تصرّفات\n{NAME:P1} اتّجاههم، لم يحتملوا تركها وحيدةً في هذا المأزق المريع.	”Vad var det vi sa,” sa bävrarna och skakade på huvudena.\nMen oavsett hur hon hade betett sig kunde de inte överge {NAME:P1}.	“We zeiden het toch,” zeggen de bevers hoofdschuddend.\nMaar ondanks haar gedrag besluiten ze {NAME:P1} niet in de steek te laten.	– A nie mówiliśmy – pokręcili głowami bobry.\nMimo tego, jak się zachowywała, nie mogli zostawić {NAME:P2} w potrzebie.
girl.page.42	The beavers promptly gave everyone instructions and the animals dug\na new ditch that led the water away from the raccoon’s house.	Бобры быстро раздали всем указания, и звери общими усилиями выкопали\nдругой ров, уводящий воду от дома енотихи. Потоп удалось остановить.	Die Biber gaben allen Anweisungen, und die Tiere gruben einen\nneuen Graben, der das Wasser vom Haus der Waschbärin wegführte.	Les castors mirent un plan en route, et tous les animaux creusèrent\nune nouvelle tranchée pour éloigner l’eau de la maison du raton laveur.	I castori diedero subito istruzioni a tutti\ne costruirono un nuovo fossato che condusse l’acqua fuori dalla casa.	Os castores deram instruções para todo mundo e os animais cavaram\numa nova valeta para escoar a água da casa do guaxinim.	Los castores dieron instrucciones rápidamente y los animales cavaron\nuna zanja para que el agua drenara de la casa del mapache.	ビーバー⁠たち⁠は​すぐ⁠に​みんな⁠に​指示⁠を​出し、​動物⁠たち⁠は\n{NAME:P1}​の​家⁠から​水⁠を​流し​出す​ため⁠に​新しい​みぞ⁠を​掘り⁠まし⁠た。	Para biwara itu memberikan perintah pada semuanya dan para hewan\nitu menggali parit baru yang menjauhkan air dari rumah si rakun.	Memerang memberikan arahan kepada semua orang dengan segera dan\nhaiwan-haiwan itu menggali parit baharu yang membawa air jauh dari rumah rakun.	أعطى القنادس تعليماتٍ سريعةٍ فبدأ جميع الحيوانات\nبحفر خندق جديد يوجّه الماء بعيدًا عن منزل الراكون.	Bävrarna gav genast ut instruktioner och djuren grävde ett\nnytt dike som ledde bort vattnet från tvättbjörnens hus.	De bevers vertellen iedereen hoe ze kunnen helpen.\nSamen graven ze een nieuwe geul, waardoor het water weg kan stromen.	Bobry szybko wydali wszystkim wskazówki,\na zwierzęta wykopały nowy rów, który odprowadził wodę od domu szopicy.
girl.page.43	Dripping wet, {NAME:P1} looked at the other wet animals that came\nto help her in her hour of need, and she was struck with shame…	Мокрая насквозь, {NAME:P1} посмотрела на таких же мокрых зверей,\nкоторые пришли ей на помощь в трудную минуту, и ей стало так стыдно…	Klitschnass betrachtete {NAME:P1} die anderen durchnässten Tiere,\ndie ihr in der Not geholfen hatten, und Schamgefühl überkam sie.	Complètement trempée, {NAME:P1} regarda les autres animaux\nqui l’avaient aidé à se sortir du pétrin, et elle eut terriblement honte…	Inzuppata, {NAME:P1} vide che tutti gli animali\nlo stavano aiutando nel momento del bisogno, e si vergognò…	Toda molhada, {NAME:P1} olhou para os outros animais encharcados\nque vieram ajudá-la quando ela precisava e sentiu uma baita vergonha…	Chorreando agua, {NAME:P1} miraba a los empapados animales\nque vinieron a ayudarle cuando lo necesitó, y la invadió la vergüenza…	ずぶ​ぬれ⁠の​{NAME:P1}​は、​困っ⁠て​いる​とき⁠に​助け⁠に​来⁠て​くれ⁠た​動物⁠たち⁠も\nビショビショ⁠に​なっ⁠て​いる​の⁠を​見⁠て、​とても⁠恥ずかしく​なり⁠まし⁠た…	Dengan tubuh basah kuyup, {NAME:P1} menatap ke para hewan lainnya\nyang juga basah yang menolongnya saat dibutuhkan, dan dia merasa malu…	Kebasahan, {NAME:P1} memandang haiwan-haiwan lain yang juga basah\nyang datang membantunya ketika memerlukan, dan dia ditimpa rasa malu…	كانت {NAME:P1} مبتلّة بالكامل. نظرت إلى جيرانها الذين أتوا\nلمساعدتها وقتَ الضيق فكانوا مبتلّين أيضًا، مما جعلها تشعر بخجل شديد…	Drypande våt tittade {NAME:P1} på de andra djuren som kom\noch hjälpte henne när hon var i nöd, och hon översköljdes av skamkänslor…	Helemaal doorweekt kijkt {NAME:P1} naar de andere natte dieren,\ndie haar hebben geholpen. Ze schaamt zich enorm.	Ociekająca wodą {NAME:P1} spojrzała na mokre zwierzęta,\nktóre przyszły jej z pomocą, i ogarnął ją wstyd…
girl.page.44	{NAME:P1} began to sob. “Please, forgive me. I was being so selfish!”	{NAME:P1} захлюпала носом.\n«Простите меня. Я была такой эгоисткой!»	{NAME:P1} begann zu schluchzen.\n„Bitte vergebt mir. Ich war so egoistisch!“	{NAME:P1} se mit à pleurer.\n« Pitié, pardonnez-moi. J’ai été tellement égoïste ! »	{NAME:P1} si mise a piangere.\n«Per piacere, perdonatemi. Sono stata così egoista!»	{NAME:P1} começou a soluçar. “Por favor, me desculpem.\nEu estava sendo egoísta demais!”	{NAME:P1} comenzó a sollozar.\n“Por favor, perdónenme. ¡He sido muy egoísta!”	{NAME:P1}​は​しくしく⁠と​泣き​はじめ⁠まし⁠た。\n「お願い、​許し⁠て。​すごく​わがまま⁠だっ⁠た⁠わ⁠！」	{NAME:P1} mulai menangis.\n“Tolong, maafkan aku. Waktu itu aku sangat egois!”	{NAME:P1} mula teresak. “Tolonglah, maafkan saya.\nSaya amat pentingkan diri!”	انفجرت {NAME:P1} باكيةً: ”أرجوكم، سامحوني. كم كنتُ أنانيّة!“	{NAME:P1} började snyfta. ”Snälla, förlåt mig. Jag var så självisk!”	{NAME:P1} begint te huilen. “Het spijt me,\nik was heel egoïstisch. Kunnen jullie me vergeven?”	{NAME:P1} rozpłakała się. – Proszę, wybaczcie mi. Byłam taka samolubna!
girl.page.45	“Let me treat you to some hot tea so you don’t catch a cold,” said the raccoon.	«Давайте я вас всех чаем горячим напою, чтобы вы не заболели».	„Ich hole dir einen heißen Tee, dann fängst\ndu dir keine Erkältung ein“, sagte die Waschbärin.	« Je vais faire du thé chaud pour nous réchauffer » dit le raton laveur.	«Lascia che vi faccia un tè, così non vi\nprendete un raffredore», disse il procione.	“Vou te dar um chá quente para que você\nnão pegue um resfriado”, disse a guaxinim.	“Déjenme invitarles con un té caliente, así no se resfrían”, dijo el mapache.	「風邪⁠を​ひか⁠ない​よう⁠に、​温かい​お茶⁠を​ごちそう​する⁠わ」\n{NAME:P1}​が​言い⁠まし⁠た。	“Nanti aku sediakan teh panas untukmu\nagar kamu tidak masuk angin,” ujar si rakun.	“Mari saya sediakan untuk kalian sedikit teh panas\nsupaya tidak terkena selesema,” kata rakun.	أكملت الراكون: ”اسمحوا لي بدعوتكم لشرب الشاي الساخن كيلا يصيبكم البرد“.	”Låt mig bjuda er på lite varmt te så ni inte blir förkylda,” sa tvättbjörnen.	“Ik zal warme thee maken, zodat jullie\nniet verkouden worden,” zegt de wasbeer.	– Pozwólcie, że poczęstuję was gorącą herbatą,\nżebyście nie zmarzli – powiedziała szopica.
girl.page.46	The animals forgave {NAME:P1} and spent the rest of the day\nenjoying tea with many delicious snacks.	Зверята простили {NAME:P4} и хорошо провели\nостаток дня за чаем с разными вкусностями.	Die Tiere vergaben {NAME:P1} und genossen den Rest\ndes Tages gemeinsam den Tee und verschiedene Köstlichkeiten.	Les animaux pardonnèrent à {NAME:P1} et ils passèrent\nle reste de la journée à boire du thé et à manger des mets savoureux.	Gli animali perdonarono {NAME:P1}\ne passarono il resto del giorno a bere il tè con vari dolcetti.	Os animais perdoaram a {NAME:P1} e, juntos, eles passaram\no resto do dia tomando chá e aproveitando várias comidinhas gostosas.	Los animales perdonaron a {NAME:P1} y pasaron\nel resto del día disfrutando de un té acompañado de varias exquisiteces.	動物⁠たち⁠は​{NAME:P1}​を​許し⁠て、​その⁠日​一⁠日、\nいろいろ⁠な​ごちそう⁠と​お茶⁠を​楽しみ⁠まし⁠た。	Para hewan itu pun memaafkan {NAME:P1}\ndan bersama-sama menikmati teh dengan banyak kudapan yang enak.	Haiwan-haiwan itu memaafkan {NAME:P1} dan menghabiskan hari\nyang masih berbaki menikmati teh dengan banyak kudapan enak.	سامحَ الجيران {NAME:P1} وأمضوا بقية اليوم يشربون\nالشاي ويتناولون مختلف ألوان الكعك الشهيّة معها.	Djuren förlät {NAME:P1} och tillbringade resten\nav dagen med att dricka te och äta massor av godsaker.	De dieren vergeven {NAME:P1}\nen genieten met zijn allen van thee en een heleboel lekkernijen.	Zwierzęta wybaczyły {NAME:P3}\ni spędziły resztę dnia przy herbacie i wielu pysznych przekąskach.
spotlight.keywords														
search.keywords		ответственность,животные,зверь,звери,зверюшка,зверей,зверях,животинка,енот,енотик,коати,река,речка,												
search.keywords.generated	responsibility,responsible,duty,duties,obligation,obligations,liability,liabilities,accountability,answerability,conscience,conscientious,trustworthiness,reliability,reliable,dependability,dependable,charge,care,stewardship,animals,animal,beast,beasts,creature,creatures,fauna,wildlife,mammal,mammals,pet,pets,critter,critters,raccoon,raccoons,coati,coatis,river,rivers,stream,streams,creek,creeks,waterway,waterways,brook,brooks,riverbank,upstream,downstream,riverine,aquatic,zoology,zoological,zoo,bestial,feral,wild,wildness,wilds,predator,predators,herbivore,herbivores,omnivore,omnivores,rodent,rodents,tail,paws,fur,whiskers,nocturnal,forest,forestal,jungle,habitat,nature,ecosystem,biotope,wetland,floodplain,delta,estuary,watershed,catchment,current,rapids,waterfall,source,mouth,tributary,tributaries	ответственность,ответственный,ответственная,ответственные,ответственного,ответственной,ответственных,ответственен,ответственна,ответственны,ответственно,обязанность,обязанности,обязан,обязана,обязаны,обязательный,обязательность,долг,долга,долги,вина,виновность,ответчик,животные,животное,животного,животным,животных,животинка,животинки,зверь,зверя,зверю,зверем,звере,звери,зверей,зверям,зверями,зверюшка,зверюшки,зверюшке,зверюшку,зверюшкой,зверюшек,енот,енота,еноту,енотом,еноте,еноты,енотов,енотик,енотика,енотику,енотиком,енотике,енотики,енотиков,коати,хищник,хищники,хищника,зверский,звериная,звериная,зверинец,млекопитающее,млекопитающие,дикий,дикая,дикие,дикого,диких,дикость,дикаяприрода,река,реки,реку,рекой,реке,речка,речки,речку,речкой,речке,рек,рекам,реками,реках,русло,руслу,русла,берег,берега,берегу,берегом,береге,исток,устье,приток,притоки,ручей,ручья,ручью,ручьем,ручье,течение,течения	verantwortung,verantwortlich,zuständig,pflicht,pflichten,verpflichtung,verpflichtungen,haftung,haftungen,rechenschaft,gewissen,gewissenhaft,zuverlässigkeit,zuverlässig,vertrauenswürdig,treue,tiere,tier,tiers,tieren,tierisch,tierwelt,fauna,wildtiere,wildtier,säugetier,säugetiere,raubtier,raubtiere,haustier,haustiere,vieh,bestie,bestien,kreatur,kreaturen,ungeheuer,raubtierisch,wild,wildnis,waldtier,nachtsäuger,waschbär,waschbären,nasenbär,nasenbären,fluss,flüsse,flusse,flüssen,flusses,flussbett,ufer,ufern,flussufer,nebenfluss,nebenflüsse,strom,bäche,bach,baches,bachlauf,strömung,stromschnellen,wasserfall,quelle,mündung,delta,aue,auen,sumpf,feuchtgebiet,tal,schlucht,einzugsgebiet,ökosystem,lebensraum	responsabilite,responsable,responsables,responsabiliser,responsabilisant,responsabilisation,devoir,devoirs,obligation,obligations,engagement,engage,engagee,engages,engagements,serieux,serieuse,serieuses,serieuxement,faute,culpabilite,animaux,animal,bestiole,bete,betes,faune,mammifere,mammiferes,creature,creatures,fauve,fauves,pelage,museau,griffes,crocs,ratonlaveur,ratonslaveurs,raton,ratons,procyon,coati,coatis,rivieres,riviere,fleuve,fleuves,ruisseau,ruisseaux,coursdeau,barrage,rivage,berge,berges,torrent,estuaire,embouchure,source,amont,aval,meandre,crue,inondation,rivulaire,littoral	responsabilita,responsabile,responsabili,responsabilizzare,responsabilizzante,dovere,doveri,obbligo,obblighi,impegno,impegni,colpa,colpevolezza,serio,seria,serie,seri,seriamente,animali,animale,bestia,bestie,bestiolina,bestioline,creatura,creature,fauna,mammifero,mammiferi,predatore,predatori,pelliccia,muso,zanna,zanne,artigli,procione,procioni,coati,fiume,fiumi,fiumeletto,torrente,torrenti,ruscello,ruscelli,affluente,affluenti,argine,argini,sponda,sponde,riva,rive,alveo,sorgente,foce,estuario,piena,inondazione,meandro,corrente	responsabilidade,responsavel,responsaveis,responsabilizar,responsabilizacao,dever,deveres,obrigacao,obrigacoes,compromisso,compromissos,culpa,culpabilidade,serio,seria,serios,serias,seriamente,animais,animal,bicho,bichos,bichinho,bichinhos,criatura,criaturas,fauna,mamifero,mamiferos,fera,feras,predador,predadores,pelo,focinho,garra,garras,guaxinim,guaxinins,mapache,mapaches,coati,coatis,rio,rios,riacho,riachos,ribeirao,ribeiroes,córrego,corregos,afluente,afluentes,margem,margens,beira,beiras,barranca,barrancas,estuário,estuarios,nascente,foz,cheia,enchente,inundacao,meandro,correnteza	responsabilidad,responsable,responsables,irresponsable,irresponsables,compromiso,obligación,culpa,culpable,culpables,deber,deberes,carga,encargo,tarea,animales,animal,mascota,mascotas,bestia,bestias,fauna,criatura,criaturas,bicho,bichos,salvaje,salvajes,fiera,fieras,mapache,mapaches,coatí,coatís,río,ríos,riachuelo,riachuelos,arroyo,arroyos,ribera,riberas,orilla,orillas,acuático,acuática,acuáticos,acuáticas,fluvial,fluviales	責任,責任感,義務,義務感,責務,責任者,責任的,無責任,動物,動物達,動物園,生き物,生物,獣,猛獣,野獣,野生,野生動物,けもの,ビースト,クリーチャー,モンスター,ペット,小動物,アライグマ,たぬき,ハクビシン,ラクーン,コアティ,ナスーア,川,河川,小川,小川沿い,渓流,渓谷,清流,河岸,川岸,河畔,川辺,水辺,水路,流れ,流水,水流,水域	tanggungjawab,bertanggungjawab,tanggungjawabnya,tanggungjawabku,tanggungjawabmu,tanggungjawabkan,menjawab,kewajiban,kewajibannya,beban,bebannya,urusan,urusanku,hewan,hewannya,hewanhewan,satwa,binatang,binatangnya,fauna,makhluk,makhlukhidup,peliharaan,peliharaanku,liar,buas,galak,rakun,rakunku,rakunliar,koati,coati,nasua,sungai,sungainya,sungaiku,sungaimu,sungaisungai,sungairawa,arus,aliran,aliransungai,tepiansungai,pinggirsungai,bantaran,bantaransungai,air,airmengalir,perairan	tanggungjawab,bertanggungjawab,tanggungjawabnya,tanggungjawabku,tanggungjawabmu,tanggungjawabkami,tanggungjawabkan,hewan,haiwan,binatang,haiwanliar,pemangsa,karnivor,herbivor,omnivor,mamalia,reptilia,amfibia,burung,ikan,rakun,rakunmerah,coati,sungai,sungaibesar,sungaikecil,sungaikering,arus,mengalir,berarus,hulu,hilir,tebing,tebingan,tebingtinggi,lembahsungai,muara,delta,banjirsungai,rumpairipar,liar,ganas,agresif,jinak,peliharaan,pemeliharaan,ekosistem,habitat,fauna,hidupanliar,tanggungan,akauntabiliti,akauntabel,memikul,memikulnya,memikulku,memikulmu,memikulkan,memelihara,memeliharanya,mengasuh,penjaga,penjagaan,penjaganya,penjagaku,penjagamu,pencintahewan,pencintabinatang	مسؤولية,مسئولية,المسؤولية,مسؤول,مسؤولة,مسؤولون,مسؤوليات,تحمل,يتحمل,أتحمل,تتحمل,نتحمل,مساءلة,محاسبة,حيوان,حيوانات,حيواني,حيوانية,حيوانيات,وحش,وحوش,مفترس,مفترسة,مفترسات,لاحم,عاشب,قارت,ثديي,ثدييات,زاحف,زواحف,برمائي,برمائيات,طيور,سمك,أسماك,راكون,كوآتي,نهر,أنهار,نهري,نهرية,ضفة,ضفاف,مجرى,تيار,تيارات,جريان,منبع,مصب,دلتا,وادي,وديان,فيضان,فيضانات,برية,متوحش,متوحشة,عنيف,شرس,أليف,أليفة,ألياف,مدجن,دجن,تدجين,موئل,موائل,موطن,مواطن,نظام,منظومة,منظومات,بيئية,بيئي,رعاية,يرعى,ترعى,أرعى,نرعى,قائم,قائمة,قوام	ansvar,ansvaret,ansvarig,ansvariga,ansvarigt,ansvarslös,ansvarslösa,ansvarstagande,ansvarskänsla,ansvarstagande,djurskydd,djur,djuret,djuren,djurisk,djuriska,djurart,djurarter,fauna,rovdjur,rovdjuret,rovdjurens,rovdjursslag,köttätare,växtätare,allätare,däggdjur,däggdjuret,däggdjuren,reptil,reptiler,reptilen,fågel,fåglar,fågeln,fisk,fiskar,fisken,tvättbjörn,tvättbjörnar,tvättbjörnen,koati,koatin,koatier,flod,floden,floder,flodens,å,ån,åar,ånens,bäck,bäcken,bäckar,ström,strömmen,strömmar,strömmande,flöde,flöden,strandringa,strandkant,strandkanten,dalgång,dalgångar,delta,mynning,mynningar,källa,källor,översvämning,översvämningar	verantwoordelijkheid,verantwoordelijkheden,verantwoordelijk,onverantwoordelijk,plichtsbesef,plichtsgevoel,zorgplicht,aansprakelijkheid,moreelplicht,ethisch,ethische,ethischer,ethiek,plicht,plichtmatig,zorgzaam,zorgzame,zorgzamer,verantwoordelijkheidsgevoel,verantwoordingsplicht,rekenschap,dieren,dier,dierenwereld,dierenrijk,fauna,beesten,beest,beestachtig,beestige,beestiger,zoogdier,zoogdieren,roofdier,roofdieren,prooidier,prooidieren,wild,wilddieren,huisdier,huisdieren,knuffeldier,knuffeldieren,hond,honden,kat,katten,wasbeer,wasberen,neusbeer,neusberen,rivier,rivieren,stroom,stromen,waterloop,waterlopen,rivierbedding,riviermonding,rivierwater,oever,oevers,rivieroevers,beek,beken,beekje,beekjes,stroompje,stroompjes,kreek,kreken,kanaal,kanalen,waterweg,waterwegen,water,stroming,stromingen,natuur,natuurlijke,natuurlijk,wildernis,ecosysteem,ecosystemen,habitat,habitats,biotoop,biotopen,dierenliefde,dierenzorg,dierenbescherming,rivierlandschap,rivierdal,wildleven,wildlife	odpowiedzialnosc,odpowiedzialny,odpowiedzialna,odpowiedzialne,odpowiedzialni,odpowiedzialniejszy,odpowiedzialniejsza,odpowiedzialnoscza,nieodpowiedzialny,nieodpowiedzialna,nieodpowiedzialni,obowiazek,obowiazki,poczucieobowiazku,poczucieodpowiedzialnosci,zaufanie,zaufany,zaufana,etyczny,etyczna,etyczne,etycznosc,moralny,moralna,moralne,zwierze,zwierzeta,zwierzecy,zwierzecia,zwierzeciu,zwierzat,zwierzetom,zwierzatko,zwierzatka,zwierzaczek,zwierzaczki,stworzenie,stworzenia,stworzonko,stworzonka,bestiia,bestiie,bestia,bestie,drapieznik,drapiezne,drapieznikil,stado,stada,fauna,ssak,ssaki,ssaczy,dzikie,dziki,dzikiezwierzeta,dzikaprzyroda,domowezwierze,domowezwierzeta,pupil,pupilek,pupile,ulubieniec,ulubiency,jenot,jenoty,jenota,jenotem,szop,szopy,szopa,szopem,szoppracz,szopypracze,koati,nosojeze,nosojez,nosojezepl,rzeka,rzeki,rzece,rzekom,rzeczka,rzeczki,rzeczce,rzeczkom,strumien,strumienie,strumyki,strumyk,ciekk,cieki,cieczka,korytorzeka,korytorzeki,brzeg,brzegi
filter.tag1														
